"KEY","Footprint","Datasheet","MFN","MFP","D1PN","D1PL","D2PN","D2PL"
"CAPA_3300n_0402_6.3_10%_X5R","Dipoles_SMD:C_0402","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C1005X5R0J335K050BC","445-5946","http://www.digikey.com/product-detail/en/C1005X5R0J335K050BC/445-5946-1-ND/2443986","_","_"
"CAPA_3.3u_0402______","Dipoles_SMD:C_0402","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C1005X5R0J335K050BC","445-5946","http://www.digikey.com/product-detail/en/C1005X5R0J335K050BC/445-5946-1-ND/2443986","_","_"
"CAPA_3.3u_0402_6.3_10%_X5R","Dipoles_SMD:C_0402","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C1005X5R0J335K050BC","445-5946","http://www.digikey.com/product-detail/en/C1005X5R0J335K050BC/445-5946-1-ND/2443986","_","_"
"CAPA_4700n_0402______","Dipoles_SMD:C_0402","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C1005X5R0J475K050BC","445-5947","http://www.digikey.com/product-detail/en/C1005X5R0J475K050BC/445-5947-1-ND/2443987","810-C1005X5R0J475K","http://www.mouser.fr/ProductDetail/TDK/C1005X5R0J475K050BC/?qs=NRhsANhppD%2frOmlfBttPRA%3d%3d"
"CAPA_4700n_0402_6.3_10%_X5R","Dipoles_SMD:C_0402","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C1005X5R0J475K050BC","445-5947","http://www.digikey.com/product-detail/en/C1005X5R0J475K050BC/445-5947-1-ND/2443987","810-C1005X5R0J475K","http://www.mouser.fr/ProductDetail/TDK/C1005X5R0J475K050BC/?qs=NRhsANhppD%2frOmlfBttPRA%3d%3d"
"CAPA_4.7u_0402______","Dipoles_SMD:C_0402","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C1005X5R0J475K050BC","445-5947","http://www.digikey.com/product-detail/en/C1005X5R0J475K050BC/445-5947-1-ND/2443987","810-C1005X5R0J475K","http://www.mouser.fr/ProductDetail/TDK/C1005X5R0J475K050BC/?qs=NRhsANhppD%2frOmlfBttPRA%3d%3d"
"CAPA_4.7u_0402_6.3_10%_X5R","Dipoles_SMD:C_0402","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C1005X5R0J475K050BC","445-5947","http://www.digikey.com/product-detail/en/C1005X5R0J475K050BC/445-5947-1-ND/2443987","810-C1005X5R0J475K","http://www.mouser.fr/ProductDetail/TDK/C1005X5R0J475K050BC/?qs=NRhsANhppD%2frOmlfBttPRA%3d%3d"
"CAPA_10u_0402______","Dipoles_SMD:C_0402","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C1005X5R0J106M050BC","445-8920","http://www.digikey.com/product-detail/en/C1005X5R0J106M050BC/445-8920-1-ND/3507812","_","_"
"CAPA_10u_0402_6.3_20%_X5R","Dipoles_SMD:C_0402","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C1005X5R0J106M050BC","445-8920","http://www.digikey.com/product-detail/en/C1005X5R0J106M050BC/445-8920-1-ND/3507812","_","_"
## 0603 capacitors
"CAPA_10u_0603______","Dipoles_SMD:C_0603","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C1608X5R0J106K080AB","445-7492","http://www.digikey.com/product-detail/en/C1608X5R0J106K080AB/445-7492-1-ND/2733564","_","_"
"CAPA_10u_0603_6.3_10%_X5R","Dipoles_SMD:C_0603","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C1608X5R0J106K080AB","445-7492","http://www.digikey.com/product-detail/en/C1608X5R0J106K080AB/445-7492-1-ND/2733564","_","_"
"CAPA_10u_0603_10_10%_X5R","Dipoles_SMD:C_0603","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C1608X5R1A106K080AC","445-7486","http://www.digikey.com/product-detail/en/C1608X5R1A106K080AC/445-7486-1-ND/2733558","_","_"
"CAPA_22u_0603______","Dipoles_SMD:C_0603","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C1608X5R0J226M080AC","445-8028","http://www.digikey.com/product-detail/en/C1608X5R0J226M080AC/445-8028-1-ND/2792158","_","_"
"CAPA_22u_0603_6.3_20%_X5R","Dipoles_SMD:C_0603","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C1608X5R0J226M080AC","445-8028","http://www.digikey.com/product-detail/en/C1608X5R0J226M080AC/445-8028-1-ND/2792158","_","_"
## 0805 capacitors
"CAPA_10u_0805______","Capacitors_SMD:C_0805","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C2012JB1C106K125AB","445-11430","http://www.digikey.com/product-detail/en/C2012JB1C106K125AB/445-11430-1-ND/3953096","_","_"
"CAPA_10u_0805_16_10%_JB","Capacitors_SMD:C_0805","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C2012JB1C106K125AB","445-11430","http://www.digikey.com/product-detail/en/C2012JB1C106K125AB/445-11430-1-ND/3953096","_","_"
"CAPA_22u_0805______","Capacitors_SMD:C_0805","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C2012X5R0J226K125AB","445-7679","http://www.digikey.com/product-detail/en/C2012X5R0J226K125AB/445-7679-1-ND/2733751","_","_"
"CAPA_22u_0805_6.3_10%_X5R","Capacitors_SMD:C_0805","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C2012X5R0J226K125AB","445-7679","http://www.digikey.com/product-detail/en/C2012X5R0J226K125AB/445-7679-1-ND/2733751","_","_"
"CAPA_47u_0805______","Capacitors_SMD:C_0805","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C2012X5R1A476M125AC","445-8239","http://www.digikey.com/product-detail/en/C2012X5R1A476M125AC/445-8239-1-ND/2812081","_","_"
"CAPA_47u_0805_10_20%_X5R","Capacitors_SMD:C_0805","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C2012X5R1A476M125AC","445-8239","http://www.digikey.com/product-detail/en/C2012X5R1A476M125AC/445-8239-1-ND/2812081","_","_"
## 0201 capacitors
"CAPA_15p_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603C0G1E150K030BA","445-13586","http://www.digikey.com/product-detail/en/C0603C0G1E150K030BA/445-13586-2-ND/3950822","_","_"
"CAPA_15p_0201_25_10%_C0G","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603C0G1E150K030BA","445-13586","http://www.digikey.com/product-detail/en/C0603C0G1E150K030BA/445-13586-2-ND/3950822","_","_"
"CAPA_100p_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E101K030BA","445-4683","http://www.digikey.com/product-detail/en/C0603X5R1E101K030BA/445-4683-1-ND/2050289","_","_"
"CAPA_100p_0201_25_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E101K030BA","445-4683","http://www.digikey.com/product-detail/en/C0603X5R1E101K030BA/445-4683-1-ND/2050289","_","_"
"CAPA_220p_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E221K030BA","445-4687","http://www.digikey.com/product-detail/en/C0603X5R1E221K030BA/445-4687-1-ND/2050293","_","_"
"CAPA_220p_0201_25_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E221K030BA","445-4687","http://www.digikey.com/product-detail/en/C0603X5R1E221K030BA/445-4687-1-ND/2050293","_","_"
"CAPA_330p_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E331K030BA","445-4689","http://www.digikey.com/product-detail/en/C0603X5R1E331K030BA/445-4689-2-ND/2050038","_","_"
"CAPA_330p_0201_25_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E331K030BA","445-4689","http://www.digikey.com/product-detail/en/C0603X5R1E331K030BA/445-4689-2-ND/2050038","_","_"
"CAPA_470p_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E471K030BA","445-4691","http://www.digikey.com/product-detail/en/C0603X5R1E471K030BA/445-4691-2-ND/2050040","_","_"
"CAPA_470p_0201_25_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E471K030BA","445-4691","http://www.digikey.com/product-detail/en/C0603X5R1E471K030BA/445-4691-2-ND/2050040","_","_"
"CAPA_1000p_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E102K030BA","445-1790","http://www.digikey.com/product-detail/en/C0603X5R1E102K030BA/445-1790-2-ND/701116","_","_"
"CAPA_1000p_0201_25_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E102K030BA","445-1790","http://www.digikey.com/product-detail/en/C0603X5R1E102K030BA/445-1790-2-ND/701116","_","_"
"CAPA_1n_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E102K030BA","445-1790","http://www.digikey.com/product-detail/en/C0603X5R1E102K030BA/445-1790-2-ND/701116","_","_"
"CAPA_1n_0201_25_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E102K030BA","445-1790","http://www.digikey.com/product-detail/en/C0603X5R1E102K030BA/445-1790-2-ND/701116","_","_"
"CAPA_2200p_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X7R1E222K030BA","445-7279","http://www.digikey.com/product-detail/en/C0603X7R1E222K030BA/445-7279-1-ND/2733351","_","_"
"CAPA_2200p_0201_25_10%_X7R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X7R1E222K030BA","445-7279","http://www.digikey.com/product-detail/en/C0603X7R1E222K030BA/445-7279-1-ND/2733351","_","_"
"CAPA_2.2n_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X7R1E222K030BA","445-7279","http://www.digikey.com/product-detail/en/C0603X7R1E222K030BA/445-7279-1-ND/2733351","_","_"
"CAPA_2.2n_0201_25_10%_X7R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X7R1E222K030BA","445-7279","http://www.digikey.com/product-detail/en/C0603X7R1E222K030BA/445-7279-1-ND/2733351","_","_"
"CAPA_3300p_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E332K030BA","445-4699","http://www.digikey.com/product-detail/en/C0603X5R1E332K030BA/445-4699-1-ND/2050305","_","_"
"CAPA_3300p_0201_25_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E332K030BA","445-4699","http://www.digikey.com/product-detail/en/C0603X5R1E332K030BA/445-4699-1-ND/2050305","_","_"
"CAPA_3.3n_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E332K030BA","445-4699","http://www.digikey.com/product-detail/en/C0603X5R1E332K030BA/445-4699-1-ND/2050305","_","_"
"CAPA_3.3n_0201_25_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1E332K030BA","445-4699","http://www.digikey.com/product-detail/en/C0603X5R1E332K030BA/445-4699-1-ND/2050305","_","_"
"CAPA_4700p_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1C472K030BA","445-1792","http://www.digikey.com/product-detail/en/C0603X5R1C472K030BA/445-1792-1-ND/701156","_","_"
"CAPA_4700p_0201_16_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1C472K030BA","445-1792","http://www.digikey.com/product-detail/en/C0603X5R1C472K030BA/445-1792-1-ND/701156","_","_"
"CAPA_4.7n_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1C472K030BA","445-1792","http://www.digikey.com/product-detail/en/C0603X5R1C472K030BA/445-1792-1-ND/701156","_","_"
"CAPA_4.7n_0201_16_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1C472K030BA","445-1792","http://www.digikey.com/product-detail/en/C0603X5R1C472K030BA/445-1792-1-ND/701156","_","_"
"CAPA_10000p_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1A103K030BA","445-1793","http://www.digikey.com/product-detail/en/C0603X5R1A103K030BA/445-1793-1-ND/701157","_","_"
"CAPA_10000p_0201_10_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1A103K030BA","445-1793","http://www.digikey.com/product-detail/en/C0603X5R1A103K030BA/445-1793-1-ND/701157","_","_"
"CAPA_10n_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1A103K030BA","445-1793","http://www.digikey.com/product-detail/en/C0603X5R1A103K030BA/445-1793-1-ND/701157","_","_"
"CAPA_10n_0201_10_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R1A103K030BA","445-1793","http://www.digikey.com/product-detail/en/C0603X5R1A103K030BA/445-1793-1-ND/701157","_","_"
"CAPA_22n_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J223K030BC","445-1794","http://www.digikey.com/product-detail/en/C0603X5R0J223K030BC/445-1794-1-ND/701158","_","_"
"CAPA_22n_0201_6.3_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J223K030BC","445-1794","http://www.digikey.com/product-detail/en/C0603X5R0J223K030BC/445-1794-1-ND/701158","_","_"
"CAPA_33n_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J333K030BC","445-4708","http://www.digikey.com/product-detail/en/C0603X5R0J333K030BC/445-4708-2-ND/2050057","_","_"
"CAPA_33n_0201_6.3_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J333K030BC","445-4708","http://www.digikey.com/product-detail/en/C0603X5R0J333K030BC/445-4708-2-ND/2050057","_","_"
"CAPA_47n_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J473K030BC","445-1795","http://www.digikey.com/product-detail/en/C0603X5R0J473K030BC/445-1795-2-ND/701121","_","_"
"CAPA_47n_0201_6.3_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J473K030BC","445-1795","http://www.digikey.com/product-detail/en/C0603X5R0J473K030BC/445-1795-2-ND/701121","_","_"
"CAPA_68n_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J683K030BC","445-7321","http://www.digikey.com/product-detail/en/C0603X5R0J683K030BC/445-7321-2-ND/2732756","_","_"
"CAPA_68n_0201_6.3_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J683K030BC","445-7321","http://www.digikey.com/product-detail/en/C0603X5R0J683K030BC/445-7321-2-ND/2732756","_","_"
"CAPA_100n_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J104K030BC","445-1796","http://www.digikey.com/product-detail/en/C0603X5R0J104K030BC/445-1796-1-ND/701160","_","_"
"CAPA_100n_0201_6.3_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J104K030BC","445-1796","http://www.digikey.com/product-detail/en/C0603X5R0J104K030BC/445-1796-1-ND/701160","_","_"
"CAPA_150n_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J154K030BB","445-7323","http://www.digikey.com/product-detail/en/C0603X5R0J154K030BB/445-7323-1-ND/2733395","_","_"
"CAPA_150n_0201_6.3_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J154K030BB","445-7323","http://www.digikey.com/product-detail/en/C0603X5R0J154K030BB/445-7323-1-ND/2733395","_","_"
"CAPA_220n_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J224K030BB","445-7325","http://www.digikey.com/product-detail/en/C0603X5R0J224K030BB/445-7325-2-ND/2732760","_","_"
"CAPA_220n_0201_6.3_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J224K030BB","445-7325","http://www.digikey.com/product-detail/en/C0603X5R0J224K030BB/445-7325-2-ND/2732760","_","_"
"CAPA_470n_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J474K030BC","445-13653","http://www.digikey.com/product-detail/en/C0603X5R0J474K030BC/445-13653-1-ND/3955319","_","_"
"CAPA_470n_0201_6.3_10%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J474K030BC","445-13653","http://www.digikey.com/product-detail/en/C0603X5R0J474K030BC/445-13653-1-ND/3955319","_","_"
"CAPA_1u_0201______","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J105M030BC","445-8008","http://www.digikey.com/product-detail/en/C0603X5R0J105M030BC/445-8008-1-ND/2792131","_","_"
"CAPA_1u_0201_6.3_20%_X5R","Dipoles_SMD:C_0201","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C0603X5R0J105M030BC","445-8008","http://www.digikey.com/product-detail/en/C0603X5R0J105M030BC/445-8008-1-ND/2792131","_","_"
## 1206 capacitors
"CAPA_100u_1206______","Dipoles_SMD:C_1206","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C3216X5R0J107M160AB","445-6008","http://www.digikey.com/product-detail/en/C3216X5R0J107M160AB/445-6008-1-ND/2444049","_","_"
"CAPA_100u_1206_6.3_20%_X5R","Dipoles_SMD:C_1206","http://product.tdk.com/en/catalog/datasheets/mlcc_commercial_general_en.pdf","TDK","C3216X5R0J107M160AB","445-6008","http://www.digikey.com/product-detail/en/C3216X5R0J107M160AB/445-6008-1-ND/2444049","_","_"
## 1210 capacitors
"CAPA_330u_1210______","Capacitors_SMD:C_1210","http://ds.yuden.co.jp/TYCOMPAS/ut/detail.do?productNo=AMK325ABJ337MM-T&fileName=AMK325ABJ337MM-T_SS&mode=specSheetDownload","Taiyo Yuden","AMK325ABJ337MM-T","587-3977","http://www.digikey.com/product-detail/en/AMK325ABJ337MM-T/587-3977-1-ND/4950531","_","_"
"CAPA_330u_1210_4_20%_X5R","Capacitors_SMD:C_1210","http://ds.yuden.co.jp/TYCOMPAS/ut/detail.do?productNo=AMK325ABJ337MM-T&fileName=AMK325ABJ337MM-T_SS&mode=specSheetDownload","Taiyo Yuden","AMK325ABJ337MM-T","587-3977","http://www.digikey.com/product-detail/en/AMK325ABJ337MM-T/587-3977-1-ND/4950531","_","_"
"CAPA_100u_1210______","Dipoles_SMD:C_1210Polarized","http://datasheets.avx.com/tps.pdf","AVX Corporation","TPSB107M010R0400","478-5231","http://www.digikey.com/product-detail/en/TPSB107M010R0400/478-5231-1-ND/1913301","_","_"
"CAPA_100u_1210_10_20%__","Dipoles_SMD:C_1210Polarized","http://datasheets.avx.com/tps.pdf","AVX Corporation","TPSB107M010R0400","478-5231","http://www.digikey.com/product-detail/en/TPSB107M010R0400/478-5231-1-ND/1913301","_","_"
